Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"",*  BLUEPRINT PRINTER THERMAL BP - LITE 58X,30/06/2025,Saldo Awal,"","","",0.0,PCS,232432.432432,360360.36036,0.0
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,30/06/2025,Saldo Awal,"","","",0.0,PCS,574324.324324,630630.630631,0.0
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,02/10/2025,Purchase Invoice,JL5525100053,"",4.0,4.0,PCS,573873.873874,573873.873874,2295495.495496
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,19/10/2025,Sales Invoice,JL.2025.21895,"",-1.0,3.0,PCS,573873.873874,630630.630631,1721621.6216220001
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,19/11/2025,Sales Invoice,JL.2025.24589,"",-1.0,2.0,PCS,573873.873874,630630.630631,1147747.747748
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,06/12/2025,Sales Invoice,JL.2025.26326,FUAD CCTV,-1.0,1.0,PCS,573873.873874,621621.621622,573873.873874
"","* ACER 3 A314 - 35 N5100 4GB 256GB SSD 14""",30/06/2025,Saldo Awal,"","","",0.0,UNIT,4011326.78841,4594594.594595,0.0
"",* ACER 3 A314 22 AMD 3020E 4GB 256GB SSD,30/06/2025,Saldo Awal,"","","",0.0,UNIT,3547991.823848,3693693.693694,0.0
"",* ACER 3 A314 22 AMD ATHLON SILVER 3050U 4GB SSD 256GB WIN 11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,3761261.261261,3873873.873874,0.0
"",* ACER 3 A314 23M RYZEN 5 7520U 8GB 512GB SSD WIN 11 PURE SILVER,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5932432.432432,6576576.576577,0.0
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5098025.206806,5405405.405405,0.0
"","* ACER 3 A314-22-R2C4 AMD RYZEN TM 3 3250U 4GB SSD 256GB 14""",30/06/2025,Saldo Awal,"","","",0.0,UNIT,4819350.600601,4774774.774775,0.0
"",* ACER 3 Slim A314 - 35 - C8Z3 N5100 4GB 1TB HDD WIN10,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5090909.090909,5727272.727273,0.0
"",* ACER 3 SLIM A314 35 INTEL N5100 8GB 256GB SSD WIN 11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,4121621.621622,1351351.351351,0.0
"","* ACER 3 SLIM A314 35 INTEL N6000 4GB 256GB SSD 14 "" (KS)",30/06/2025,Saldo Awal,"","","",0.0,UNIT,3918918.918919,3963963.963964,0.0
"",* ACER 5 A514 - 54 - 3427-Ci3-1115G4 4GB 512GB SSD WIN 10,30/06/2025,Saldo Awal,"","","",0.0,UNIT,6875757.575758,7181818.181818,0.0
"","* ACER 5 A514 - 54G - 32GJ Ci3-1115G4 8GB 512GB SSD MX 350 2GB WIN 11 14""",30/06/2025,Saldo Awal,"","","",0.0,UNIT,5747604.587445,2702702.702703,0.0
"",* ACER 5 A514 - 55 Ci5 - 1235U 8GB 512GB SSD WIN 11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,8280180.18018,8108108.108108,0.0
"",* ACER 5 A514 52K 35TY Ci3 HDD 1TB W10,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5098432.601881,5181818.181818,0.0
"",* ACER 5 A514 54 Ci5-1135G7 8GB SSD 512GB MX 350 WIN10 (AN),30/06/2025,Saldo Awal,"","","",0.0,UNIT,9090909.090909,9363636.363636,0.0
"",* ACER 5 A514 55 i5-1235U 8GB 512GB SSD MX 550 2GB WIN 11 nw,30/06/2025,Saldo Awal,"","","",0.0,UNIT,8509509.50951,4504504.504505,0.0
"",* ACER 5 A514 I7-1255U 8GB 512GB SSD WIN11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,10639639.63964,10639639.63964,0.0
"",* ACER 5 A514-54 Ci5-1135G7 8GB 512GB SSD VGA IRIS XE,30/06/2025,Saldo Awal,"","","",0.0,UNIT,8752252.252252,9009009.009009,0.0
"",* ACER 5 A514-54G-78MW Ci7-1165G7 8GB 512GB SSD VGA,30/06/2025,Saldo Awal,"","","",0.0,UNIT,11248863.636364,13319886.363636,0.0
"",* ACER 5 SLIM A514 -54 CI3-1115G4 4GB 512GB SSD W11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5591591.591592,4954954.954955,0.0
"","* ACER 5 SLIM A514 54  I3-1115G4 4GB 256 SSD 14""",30/06/2025,Saldo Awal,"","","",0.0,UNIT,5315315.315315,5405405.405405,0.0
"",* ACER 5 SPIN 14 A5SP14 - 51MTN Ci7 1355U 16GB 512GB SSD INTEL IRIS XE WIN 11,30/06/2025,Saldo Awal,"","","",0.0,UNIT,12045045.045045,1801801.801802,0.0
"",* ACER A314 32 CEL N4100 4GB 1TB (BLACK),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3800000.0,4090000.0,0.0
"",* ACER A314 32 CEL N4120 4GB 1TB (BLUE),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3875000.0,4000000.0,0.0
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,30/06/2025,Saldo Awal,"","","",0.0,UNIT,4346846.846847,4459459.459459,0.0
"",* ACER A314-23M AMR RYZEN 3 7320U 8GB 512GB SSD WIN 11 #,30/06/2025,Saldo Awal,"","","",0.0,UNIT,5315315.315315,2702702.702703,0.0
"",* ACER A514 52G 58KX Ci5-10210U HDD 1TB VGA W10,30/06/2025,Saldo Awal,"","","",0.0,UNIT,7627272.727273,13363636.363636,0.0
"",* ACER A514 56P I5-1335U 8GB SSD 512GB WIN 11 #,30/06/2025,Saldo Awal,"","","",0.0,UNIT,7725225.225225,8288288.288288,0.0
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,30/06/2025,Saldo Awal,"","","",17.0,UNIT,4278032.186931,4369369.369369,72726547.177827
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,04/09/2025,Sales Invoice,JL.2025.17680,"",-1.0,16.0,UNIT,4278032.186931,4369369.369369,68448514.990896
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,29/09/2025,Sales Invoice,JL.2025.19884,"",-1.0,15.0,UNIT,4278032.186931,4504504.504505,64170482.803965
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,29/09/2025,Sales Invoice,JL.2025.19932,"",-1.0,14.0,UNIT,4278032.186931,4369369.369369,59892450.617034
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,30/09/2025,Sales Invoice,JL.2025.20004,"",-1.0,13.0,UNIT,4278032.186931,4504504.504505,55614418.430103004
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/10/2025,Sales Invoice,JL.2025.9387,"",-1.0,12.0,UNIT,4278032.186931,4504504.504505,51336386.243172005
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/10/2025,Sales Invoice,JL.2025.9390,"",-1.0,11.0,UNIT,4278032.186931,4504504.504505,47058354.056241
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/10/2025,Sales Invoice,JL.2025.9401,"",-1.0,10.0,UNIT,4278032.186931,4504504.504505,42780321.86931
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/10/2025,Sales Invoice,JL.2025.9416,"",-1.0,9.0,UNIT,4278032.186931,4504504.504505,38502289.682379
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/10/2025,Sales Invoice,JL.2025.20139,"",-2.0,7.0,UNIT,4278032.186931,4369369.369369,29946225.308517
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,29/10/2025,Sales Invoice,JL.2025.22706,"",-1.0,6.0,UNIT,4278032.186931,4369369.369369,25668193.121586002
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,30/10/2025,Sales Invoice,JL.2025.22734,"",-3.0,3.0,UNIT,4278032.186931,4189189.189189,12834096.560793001
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/11/2025,Sales Invoice,JL.2025.23416,"",-1.0,2.0,UNIT,4278032.186931,4504504.504505,8556064.373862
"",* ACER AL14-31P INTEL N100 8GB 512GB WIN 11 #,01/11/2025,Sales Invoice,JL.2025.23429,"",-1.0,1.0,UNIT,4278032.186931,4504504.504505,4278032.186931
"",* ACER ASPIRE 14 A14 51M CORE 7 150U 16GB 512GB SSD WIN 11 #,30/06/2025,Saldo Awal,"","","",0.0,UNIT,10896396.396396,13423423.423423,0.0
"","* ACER ASPIRE 14"" A14-51M CORE 5 120U 16GB 512GB SSD WIN 11",30/06/2025,Saldo Awal,"","","",0.0,UNIT,8594594.594595,9504504.504505,0.0
"","* ACER ASPIRE 14"" AI A14-51GM Ci5 13420H 8GB 512GB SSD RTX 2050 4GB WIN 11 #",30/06/2025,Saldo Awal,"","","",0.0,UNIT,8630630.630631,9189189.189189,0.0
"",* ACER ASPIRE 3 A314 33 C27F CEL-N4120 WIN 10 (BLACK),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3500000.0,3590909.090909,0.0
"",* Acer Aspire 3 A314 33 C8DR CEL-N4000 4GB HDD 1TB DVD WIN10 (Opsidian Black),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3372727.272727,3500000.0,0.0
"",* Acer Aspire 3 A314 41 42PE AMD A4 HDD 1TB DVD (HITAM),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3267990.058001,3363636.363636,0.0
"",* Acer Aspire 3 A314 41 455L AMD A4 HDD 1TB DVD (BLUE),30/06/2025,Saldo Awal,"","","",0.0,UNIT,3284355.389611,3390909.090909,0.0
"",* ACER ASPIRE 3 SPIN 14A3SP14-31PT Ci3-N305 8GB 512GB SSD WIN 11 TOUCH EK,30/06/2025,Saldo Awal,"","","",0.0,UNIT,7103603.603604,8018018.018018,0.0
"","* ACER ASPIRE 5 A514 52K 34UP  I3 8130U WIN10 (14""/UMA/1TB/4GB) (BLACK)",30/06/2025,Saldo Awal,"","","",0.0,UNIT,5327272.727273,5418181.818182,0.0
"","* ACER ASPIRE 5 A514-53-36N5 BLACK i3 1005G1 WIN10 (14""FHD/UMA/512GB SSD/4GB)",30/06/2025,Saldo Awal,"","","",0.0,UNIT,5900000.0,6800000.0,0.0
"","* ACER ASPIRE 5 A514-53-36N5 SILVER i3 1005G1 WIN10 (14"" FHD/UMA/512GB SSD/4GB)",30/06/2025,Saldo Awal,"","","",0.0,UNIT,5900000.0,6181818.181818,0.0
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",02/10/2025,Purchase Invoice,JL5525100053,"",2.0,2.0,UNIT,8918918.918919,8918918.918919,17837837.837838
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",20/10/2025,Sales Invoice,JL.2025.21977,"",-1.0,1.0,UNIT,8918918.918919,9459459.459459,8918918.918919
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",23/10/2025,Sales Invoice,JL.2025.22196,"",-1.0,0.0,UNIT,8918918.918919,9549549.54955,0.0
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",25/11/2025,Purchase Invoice,JL.2511.07072,BAYAR ,1.0,1.0,UNIT,8909909.90991,8909909.90991,8909909.90991
"","* ACER ASPIRE 7 PRO A715 i5-12450H 8GB 512GB SSD WIN 11 15,6"" RTX 3050 6GB",05/12/2025,Sales Invoice,JL.2025.26282,"",-1.0,0.0,UNIT,8909909.90991,9324324.324324,0.0
