Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit,Harga Rata-Rata,Harga Beli/Jual,Nilai
"",*  BLUEPRINT PRINTER THERMAL BP - LITE 58X,31/12/2023,Saldo Awal,"","","",0.0,PCS,232432.432432,360360.36036,0.0
"",*  BLUEPRINT SCANNER BARCODE OMNI 2D,31/12/2023,Saldo Awal,"","","",0.0,PCS,574324.324324,630630.630631,0.0
"","* ACER 3 A314 - 35 N5100 4GB 256GB SSD 14""",31/12/2023,Saldo Awal,"","","",0.0,UNIT,4011326.78841,4594594.594595,0.0
"",* ACER 3 A314 22 AMD 3020E 4GB 256GB SSD,31/12/2023,Saldo Awal,"","","",0.0,UNIT,3547991.823848,3693693.693694,0.0
"",* ACER 3 A314 22 AMD ATHLON SILVER 3050U 4GB SSD 256GB WIN 11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,3761261.261261,3873873.873874,0.0
"",* ACER 3 A314 23M RYZEN 5 7520U 8GB 512GB SSD WIN 11 PURE SILVER,31/12/2023,Saldo Awal,"","","",0.0,UNIT,5932432.432432,6576576.576577,0.0
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,31/12/2023,Saldo Awal,"","","",1.0,UNIT,5489887.847031,5765765.765766,5489887.847031
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,21/05/2024,Purchase Invoice,JL.2405.06643,"",21.0,22.0,UNIT,5098025.206806,5079365.081081,112156554.549732
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,24/06/2024,Sales Invoice,JL.2024.13520,"BANTU DI NOTA ATK 

BELUM SIPLAH NUNGGU AKUN 

bos kinerja

PROJECTOR SUDAH SIPLAH
TINGGAL LAPTOP BELUM 

semua sudah siplah by rahmat 03 10 2024",-1.0,21.0,UNIT,5098025.206806,5765765.765766,107058529.34292601
"",* ACER 3 A314 36M Ci3-N305 / 8GB / 512GB SSD WIN 11,30/06/2024,Sales Invoice,JL.2024.13965,"",-1.0,20.0,UNIT,5098025.206806,5495495.495495,101960504.13612
"","* ACER 3 A314-22-R2C4 AMD RYZEN TM 3 3250U 4GB SSD 256GB 14""",31/12/2023,Saldo Awal,"","","",0.0,UNIT,4819350.600601,4774774.774775,0.0
"",* ACER 3 Slim A314 - 35 - C8Z3 N5100 4GB 1TB HDD WIN10,31/12/2023,Saldo Awal,"","","",0.0,UNIT,5090909.090909,5727272.727273,0.0
"",* ACER 3 SLIM A314 35 INTEL N5100 8GB 256GB SSD WIN 11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,4121621.621622,1351351.351351,0.0
"","* ACER 3 SLIM A314 35 INTEL N6000 4GB 256GB SSD 14 "" (KS)",31/12/2023,Saldo Awal,"","","",0.0,UNIT,3918918.918919,3963963.963964,0.0
"",* ACER 5 A514 - 54 - 3427-Ci3-1115G4 4GB 512GB SSD WIN 10,31/12/2023,Saldo Awal,"","","",0.0,UNIT,6875757.575758,7181818.181818,0.0
"","* ACER 5 A514 - 54G - 32GJ Ci3-1115G4 8GB 512GB SSD MX 350 2GB WIN 11 14""",31/12/2023,Saldo Awal,"","","",0.0,UNIT,5747604.587445,2702702.702703,0.0
"",* ACER 5 A514 - 55 Ci5 - 1235U 8GB 512GB SSD WIN 11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,8280180.18018,8108108.108108,0.0
"",* ACER 5 A514 52K 35TY Ci3 HDD 1TB W10,31/12/2023,Saldo Awal,"","","",0.0,UNIT,5098432.601881,5181818.181818,0.0
"",* ACER 5 A514 54 Ci5-1135G7 8GB SSD 512GB MX 350 WIN10 (AN),31/12/2023,Saldo Awal,"","","",0.0,UNIT,9090909.090909,9363636.363636,0.0
"",* ACER 5 A514 55 i5-1235U 8GB 512GB SSD MX 550 2GB WIN 11 nw,31/12/2023,Saldo Awal,"","","",0.0,UNIT,8509509.50951,4504504.504505,0.0
"",* ACER 5 A514 I7-1255U 8GB 512GB SSD WIN11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,10639639.63964,10639639.63964,0.0
"",* ACER 5 A514-54 Ci5-1135G7 8GB 512GB SSD VGA IRIS XE,31/12/2023,Saldo Awal,"","","",0.0,UNIT,8752252.252252,9009009.009009,0.0
"",* ACER 5 A514-54G-78MW Ci7-1165G7 8GB 512GB SSD VGA,31/12/2023,Saldo Awal,"","","",0.0,UNIT,11248863.636364,13319886.363636,0.0
"",* ACER 5 SLIM A514 -54 CI3-1115G4 4GB 512GB SSD W11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,5591591.591592,4954954.954955,0.0
"","* ACER 5 SLIM A514 54  I3-1115G4 4GB 256 SSD 14""",31/12/2023,Saldo Awal,"","","",0.0,UNIT,5315315.315315,5405405.405405,0.0
"",* ACER 5 SPIN 14 A5SP14 - 51MTN Ci7 1355U 16GB 512GB SSD INTEL IRIS XE WIN 11,31/12/2023,Saldo Awal,"","","",0.0,UNIT,12045045.045045,1801801.801802,0.0
"",* ACER A314 32 CEL N4100 4GB 1TB (BLACK),31/12/2023,Saldo Awal,"","","",0.0,UNIT,3800000.0,4090000.0,0.0
"",* ACER A314 32 CEL N4120 4GB 1TB (BLUE),31/12/2023,Saldo Awal,"","","",0.0,UNIT,3875000.0,4000000.0,0.0
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,31/12/2023,Saldo Awal,"","","",-12.0,UNIT,4346846.846847,4459459.459459,-52162162.162164
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,04/01/2024,Purchase Invoice,JL.2401.00593,"",30.0,18.0,UNIT,4346846.846847,4346846.846847,78243243.24324599
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,09/02/2024,Sales Invoice,JL.2024.3724,"nilai 7.000.000

ibu agustina
085 238 751 381
sudah cashback 995.000

belum siplah, akun belum bisa masuk
SDN SORI TALOKO SANGGAR",-1.0,17.0,UNIT,4346846.846847,4414414.414414,73896396.39639899
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,23/02/2024,Sales Invoice,JL.2024.4700,"",-1.0,16.0,UNIT,4346846.846847,4459459.459459,69549549.549552
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,23/02/2024,Sales Invoice,JL.2024.4709,"",-1.0,15.0,UNIT,4346846.846847,4414414.414414,65202702.702704996
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,24/02/2024,Sales Invoice,JL.2024.4737,"",-1.0,14.0,UNIT,4346846.846847,4414414.414414,60855855.855858
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,24/02/2024,Sales Invoice,JL.2024.4744,"",-1.0,13.0,UNIT,4346846.846847,4414414.414414,56509009.00901099
"",* ACER A314 35 INTEL - N5100 SSD 8GB 512GB WIN 11 #,25/02/2024,Sales Invoice,JL.2024.4801,"",-1.0,12.0,UNIT,4346846.846847,4414414.414414,52162162.162163995
