Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
01/07/2024,Faktur Pembelian,001858,LILI (PLATINUM),Lunas,KIRIM BALI ,350000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00066,CANDRA (BLESSING),Lunas,"",22390000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00073,CANDRA (BLESSING),Lunas,"",5850000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00068,CANDRA (BLESSING),Lunas,"",11140000.0,0.0
01/07/2024,Faktur Pembelian,15640,TATIK (LEGENDA),Lunas,"",3217000.0,0.0
01/07/2024,Faktur Pembelian,15641,ONLINE,Lunas,"",650000.0,0.0
01/07/2024,Faktur Pembelian,15642,ONLINE,Lunas,"",139000.0,0.0
01/07/2024,Faktur Pembelian,15643,FIKTIF BELI,Lunas,"",93000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00267,CANDRA (BLESSING),Lunas,"",3050000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00299,CANDRA (BLESSING),Lunas,"",30040000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00297,CANDRA (BLESSING),Lunas,"",525000.0,0.0
01/07/2024,Faktur Pembelian,15645,CV. BALI IT SOLUSI (ENY),Lunas,"",8625000.0,0.0
01/07/2024,Faktur Pembelian,JL5524070004,YULI (HP CENTRE),Lunas,"",15118400.0,0.0
01/07/2024,Faktur Pembelian,240700017,CV. BALI IT SOLUSI (ENY),Lunas,"",28200000.0,0.0
01/07/2024,Faktur Pembelian,JL5524070012,YULI (HP CENTRE),Lunas,"",1275000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00485,CANDRA (BLESSING),Lunas,"",58499999.999997,0.0
01/07/2024,Faktur Pembelian,JL.2407.00490,CANDRA (BLESSING),Lunas,"",17550000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00496,CANDRA (BLESSING),Lunas,"",23400000.0,0.0
01/07/2024,Faktur Pembelian,JL.2407.00493,CANDRA (BLESSING),Lunas,"",17550000.0,0.0
01/07/2024,Faktur Pembelian,PJL-24-07-00013,PT. Surya Makmur Kreasindo (HJ),Lunas,"",28649999.999994,0.0
01/07/2024,Faktur Pembelian,ONLINE SBY / INV/2024/104135,WULAN (DISCOUNT NOTEBOOK),Lunas,"",350000.0,0.0
01/07/2024,Faktur Pembelian,JL5524070062,YULI (HP CENTRE),Lunas,"",85400000.0,0.0
01/07/2024,Faktur Pembelian,00667640_036,PRIYO (K GALAXY),Lunas,"",2230000.0,0.0
01/07/2024,Faktur Pembelian,00667637_036,PRIYO (K GALAXY),Lunas,"",3550000.0,0.0
01/07/2024,Faktur Pembelian,001859,LILI (PLATINUM),Lunas,"",9398000.0,0.0
01/07/2024,Faktur Pembelian,JKT-JKT01A-NC24070025,AGRES IT,Lunas,"",19250000.0,0.0
02/07/2024,Faktur Pembelian,15646,TATIK (LEGENDA),Lunas,"",23507000.040089,0.0
02/07/2024,Faktur Pembelian,15647,ONLINE,Lunas,"",565200.0,0.0
02/07/2024,Faktur Pembelian,ACJ01/01/FP/2407/XB00009,PT. ANGKASA CERAH JAYA,Lunas,"",40785000.0,0.0
02/07/2024,Faktur Pembelian,JL.2407.00818,CANDRA (BLESSING),Lunas,"",21945000.0,0.0
02/07/2024,Faktur Pembelian,JL.2407.00817,CANDRA (BLESSING),Lunas,"",9900000.0,0.0
02/07/2024,Faktur Pembelian,24070196,DWI DUTA SARANA COMPUTER SURABAYA,Lunas,"",5450000.0,0.0
02/07/2024,Faktur Pembelian,JKT-JKT01A-NC24070140,AGRES IT,Lunas,"",92000000.0,0.0
02/07/2024,Faktur Pembelian,ONLINE SBY / INV/2024/104372,WULAN (DISCOUNT NOTEBOOK),Lunas,"",302000.0,0.0
02/07/2024,Faktur Pembelian,JL5524070161,YULI (HP CENTRE),Lunas,"",26700000.0,0.0
02/07/2024,Faktur Pembelian,2407007,ANDY (JMK),Lunas,"",10200000.0,0.0
03/07/2024,Faktur Pembelian,15650,ONLINE,Lunas,"",350000.0,0.0
03/07/2024,Faktur Pembelian,JL.2407.01136,CANDRA (BLESSING),Lunas,"",2468000.0,0.0
