Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
01/07/2021,Faktur Pembelian,11850,ONLINE,Lunas,"",18750000.0,0.0
01/07/2021,Faktur Pembelian,11852,ONLINE,Lunas,"",210000.0,0.0
01/07/2021,Faktur Pembelian,11853,ONLINE,Lunas,"",148000.0,0.0
01/07/2021,Faktur Pembelian,000485,LILI (PLATINUM),Lunas,"",2270000.0,0.0
01/07/2021,Faktur Pembelian,00585727_036,PRIYO (K GALAXY),Lunas,"",3987500.0,0.0
02/07/2021,Faktur Pembelian,JL.2107.000447,CANDRA (BLESSING),Lunas,"",6491000.0,0.0
02/07/2021,Faktur Pembelian,11855,DARMA DJ COMP,Lunas,"",7600000.0,0.0
02/07/2021,Faktur Pembelian,11856,ONLINE,Lunas,"",560000.0,0.0
02/07/2021,Faktur Pembelian,JL.2107.00678,CANDRA (BLESSING),Lunas,"",9015000.0,0.0
02/07/2021,Faktur Pembelian,11857,ONLINE,Lunas,"",148000.0,0.0
02/07/2021,Faktur Pembelian,11858,ONLINE,Lunas,"",645000.0,0.0
02/07/2021,Faktur Pembelian,11859,ONLINE,Lunas,"",940000.0,0.0
02/07/2021,Faktur Pembelian,JL5521070033,YULI (HP CENTRE),Lunas,"",5390000.0,0.0
02/07/2021,Faktur Pembelian,11939,ANDRIANY MUSTIKA SARI (cencen),Lunas,"",9910000.0,0.0
02/07/2021,Faktur Pembelian,00585831_036,PRIYO (K GALAXY),Lunas,"",10775000.0,0.0
03/07/2021,Faktur Pembelian,11860,ONLINE,Lunas,"",1040000.0,0.0
03/07/2021,Faktur Pembelian,JL.2107.00859,CANDRA (BLESSING),Lunas,"",5350000.0,0.0
03/07/2021,Faktur Pembelian,11861,ONLINE,Lunas,"",65000.0,0.0
03/07/2021,Faktur Pembelian,11862,ONLINE,Lunas,"",159000.0,0.0
03/07/2021,Faktur Pembelian,JL.2107.01055,CANDRA (BLESSING),Lunas,"",3200000.0,0.0
03/07/2021,Faktur Pembelian,JL.2107.01044,CANDRA (BLESSING),Lunas,"",2580000.0,0.0
03/07/2021,Faktur Pembelian,jl00121629,WULAN (DISCOUNT NOTEBOOK),Lunas,"",290000.0,0.0
03/07/2021,Faktur Pembelian,11873,WULAN (DISCOUNT NOTEBOOK),Lunas,"",543500.0,0.0
03/07/2021,Faktur Pembelian,11875,SARI INDAH PERMAI,Lunas,"",19598155.0,0.0
03/07/2021,Faktur Pembelian,JL5521070111,YULI (HP CENTRE),Lunas,"",2010000.0,0.0
04/07/2021,Faktur Pembelian,11863,EDO VGEN,Lunas,"",1720000.0,0.0
04/07/2021,Faktur Pembelian,000491,LILI (PLATINUM),Lunas,"",464000.0,0.0
05/07/2021,Faktur Pembelian,11864,ONLINE,Lunas,"",38500.0,0.0
05/07/2021,Faktur Pembelian,11865,ONLINE,Lunas,"",460000.0,0.0
05/07/2021,Faktur Pembelian,11866,ONLINE,Lunas,"",1179999.999995,0.0
05/07/2021,Faktur Pembelian,11867,ONLINE,Lunas,"",3000000.0,0.0
05/07/2021,Faktur Pembelian,JL.2107.01383,CANDRA (BLESSING),Lunas,"",10840000.0,0.0
05/07/2021,Faktur Pembelian,11868,ONLINE,Lunas,"",100000.0,0.0
05/07/2021,Faktur Pembelian,JL.2107.02028,CANDRA (BLESSING),Lunas,"",21552000.0,0.0
05/07/2021,Faktur Pembelian,11870,ONLINE,Lunas,"",1400000.0,0.0
05/07/2021,Faktur Pembelian,11891,EDO VGEN,Lunas,"",4165000.0,0.0
05/07/2021,Faktur Pembelian,029811,PRIYO (K GALAXY),Lunas,NOTA KECIL,2130000.0,0.0
06/07/2021,Faktur Pembelian,11871,ONLINE,Lunas,"",300000.0,0.0
06/07/2021,Faktur Pembelian,11872,DARMA DJ COMP,Lunas,"",12400000.0,0.0
06/07/2021,Faktur Pembelian,11874,ONLINE,Lunas,"",450000.0,0.0
06/07/2021,Faktur Pembelian,11876,ONLINE,Lunas,"",77000.0,0.0
06/07/2021,Faktur Pembelian,11877,ONLINE,Lunas,"",33500.0,0.0
06/07/2021,Faktur Pembelian,11893,IQ TRONIK,Lunas,"",245000.0,0.0
07/07/2021,Faktur Pembelian,JL.2107.02228,CANDRA (BLESSING),Lunas,"",16395000.0,0.0
07/07/2021,Faktur Pembelian,11878,ONLINE,Lunas,"",750000.0,0.0
07/07/2021,Faktur Pembelian,11879,ONLINE,Lunas,"",120000.0,0.0
07/07/2021,Faktur Pembelian,11880,ONLINE,Lunas,"",108000.0,0.0
07/07/2021,Faktur Pembelian,11881,TK WIJAYA,Lunas,"",2975000.0,0.0
07/07/2021,Faktur Pembelian,000480,LILI (PLATINUM),Lunas,"",3000000.0,0.0
07/07/2021,Faktur Pembelian,11883,ONLINE,Lunas,"",600000.0,0.0
07/07/2021,Faktur Pembelian,11884,ONLINE,Lunas,"",700000.0,0.0
07/07/2021,Faktur Pembelian,11886,ONLINE,Lunas,"",148000.0,0.0
07/07/2021,Faktur Pembelian,11887,ONLINE,Lunas,"",600000.0,0.0
07/07/2021,Faktur Pembelian,JL00121930,WULAN (DISCOUNT NOTEBOOK),Lunas,"",439000.0,0.0
07/07/2021,Faktur Pembelian,PJL-21-07-00072,PT. Surya Makmur Kreasindo (HJ),Lunas,"",15200000.000002,0.0
08/07/2021,Faktur Pembelian,11888,ONLINE,Lunas,"",6800000.0,0.0
08/07/2021,Faktur Pembelian,JL.2107.02596,CANDRA (BLESSING),Lunas,"",31620625.0,0.0
08/07/2021,Faktur Pembelian,11889,KO AMIN PIGURA,Lunas,ONGKIR BPM 280.000,4990000.0,0.0
08/07/2021,Faktur Pembelian,JL.2107.02957,CANDRA (BLESSING),Lunas,"",26960000.0,0.0
08/07/2021,Faktur Pembelian,JL5521070274,YULI (HP CENTRE),Lunas,"",17700000.0,0.0
08/07/2021,Faktur Pembelian,JL00122108,WULAN (DISCOUNT NOTEBOOK),Lunas,"",389000.0,0.0
09/07/2021,Faktur Pembelian,2107026,ANDY (JMK),Lunas,"",3060000.0,0.0
09/07/2021,Faktur Pembelian,11892,SARI INDAH PERMAI,Lunas,"",58794465.0,0.0
09/07/2021,Faktur Pembelian,11894,ONLINE,Lunas,"",6000000.0,0.0
09/07/2021,Faktur Pembelian,11895,ONLINE,Lunas,"",1500000.0,0.0
09/07/2021,Faktur Pembelian,JL.2107.03230,CANDRA (BLESSING),Lunas,"",33525000.0,0.0
10/07/2021,Faktur Pembelian,11898,ONLINE,Lunas,"",34850000.0,0.0
10/07/2021,Faktur Pembelian,11899,ONLINE,Lunas,"",2250000.0,0.0
10/07/2021,Faktur Pembelian,11900,ONLINE,Lunas,"",630000.0,0.0
10/07/2021,Faktur Pembelian,11901,ONLINE,Lunas,"",450000.0,0.0
10/07/2021,Faktur Pembelian,JL.2107.03493,CANDRA (BLESSING),Lunas,"",25000000.0,0.0
10/07/2021,Faktur Pembelian,JL.2107.03658,CANDRA (BLESSING),Lunas,"",14067000.0,0.0
10/07/2021,Faktur Pembelian,JL.2107.03521,CANDRA (BLESSING),Lunas,"",22669999.999999,0.0
10/07/2021,Faktur Pembelian,JL.2107.03163,CANDRA (BLESSING),Lunas,"",34419999.999999,0.0
