Tanggal,Tipe Transaksi,Nomor Transaksi,Nama Panggilan,Status Hari Ini,Memo,Total,Sisa Tagihan
03/02/2020,Faktur Pembelian,PJL-20-02-00016,PT. Surya Makmur Kreasindo (HJ),Lunas,"",39500000.00001,0.0
06/02/2020,Faktur Pembelian,PJL-20-02-00068,PT. Surya Makmur Kreasindo (HJ),Lunas,"",15425000.000003,0.0
12/02/2020,Faktur Pembelian,JL.200203403,PT BALI SATU COMPUTER,Lunas,"",18724999.999999,0.0
13/02/2020,Faktur Pembelian,2002DPD224/T0009,PT GALVA TECHNOLOGIES,Lunas,"",22075097.0,0.0
14/02/2020,Faktur Pembelian,PJL-20-02-00162,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29625000.000008,0.0
20/02/2020,Faktur Pembelian,PJL-20-02-00202,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29625000.000008,0.0
20/02/2020,Faktur Pembelian,PJL-30-02-00263,PT. Surya Makmur Kreasindo (HJ),Lunas,"",39500000.00001,0.0
24/02/2020,Faktur Pembelian,10001,PT TERA DATA INDONUSA,Lunas,"",17050000.000001,0.0
24/02/2020,Faktur Pembelian,PJL-20-02-00302,PT. Surya Makmur Kreasindo (HJ),Lunas,"",34000000.00001,0.0
29/02/2020,Faktur Pembelian,NJL-EX1/290220/031,PT. INDO WARNA MULIA ( ALFA INK ),Lunas,"",36960000.0,36960000.0
02/03/2020,Faktur Pembelian,JL.2003.00044,PT BALI SATU COMPUTER,Lunas,"",20322999.999999,0.0
03/03/2020,Faktur Pembelian,PJL-20-03-00034,PT. Surya Makmur Kreasindo (HJ),Lunas,"",39399999.999998,0.0
07/03/2020,Faktur Pembelian,JL.2003.02059,PT BALI SATU COMPUTER,Lunas,"",18389999.999999,0.0
07/03/2020,Faktur Pembelian,JL.2003.02096,PT BALI SATU COMPUTER,Lunas,"",6130000.0,0.0
12/03/2020,Faktur Pembelian,PJL-20-03-00230,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29549999.999999,0.0
18/03/2020,Faktur Pembelian,2003DPS221/T0007,PT GALVA TECHNOLOGIES,Lunas,"",8433996.000001,0.0
18/03/2020,Faktur Pembelian,PJL-20-03-00314,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29549999.999999,0.0
19/03/2020,Faktur Pembelian,8200081,Karina Plustek,Lunas,"",9310000.0,0.0
21/03/2020,Faktur Pembelian,10005,PT GALVA TECHNOLOGIES,Lunas,"",6500000.0,0.0
23/03/2020,Faktur Pembelian,PJL-20-03-00413,PT. Surya Makmur Kreasindo (HJ),Lunas,"",5515000.0,0.0
26/03/2020,Faktur Pembelian,2003DPS224/T0034,PT GALVA TECHNOLOGIES,Lunas,"",30730274.000003,0.0
26/03/2020,Faktur Pembelian,2003DPS221/T0010,PT GALVA TECHNOLOGIES,Lunas,"",12815999.000006,0.0
28/03/2020,Faktur Pembelian,PJL-20-03-00480,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29549999.999999,0.0
01/04/2020,Faktur Pembelian,PJL-20-04-00016,PT. Surya Makmur Kreasindo (HJ),Lunas,"",15425000.000003,0.0
02/04/2020,Faktur Pembelian,PJL-20-04-00020,PT. Surya Makmur Kreasindo (HJ),Lunas,"",19699999.999999,0.0
18/04/2020,Faktur Pembelian,PJL-20-04-00227,PT. Surya Makmur Kreasindo (HJ),Lunas,"",29549999.999999,0.0
08/05/2020,Faktur Pembelian,PJL-20-05-00055,PT. Surya Makmur Kreasindo (HJ),Lunas,"",74525000.0,0.0
10/05/2020,Faktur Pembelian,JL.2005.01310,PT BALI SATU COMPUTER,Lunas,"",9190000.0,0.0
18/05/2020,Faktur Pembelian,PJL-20-05-00120,PT. Surya Makmur Kreasindo (HJ),Lunas,"",20500000.000002,0.0
02/06/2020,Faktur Pembelian,PJL-20-06-00003,PT. Surya Makmur Kreasindo (HJ),Lunas,"",67399999.999998,0.0
12/06/2020,Faktur Pembelian,PJL-20-06-00191,PT. Surya Makmur Kreasindo (HJ),Lunas,"",66225000.0,66225000.0
12/06/2020,Faktur Pembelian,ACJ01/01FP/2006/AC00005,PT. ANGKASA CERAH JAYA,Lunas,"",111799999.999996,0.0
18/06/2020,Faktur Pembelian,JL.2006.03509,PT BALI SATU COMPUTER,Lunas,"",1245000.0,0.0
19/06/2020,Faktur Pembelian,2006DPS221/T0011,PT GALVA TECHNOLOGIES,Lunas,"OTHER DISC#
ECN ACER 5.800.000",14979992.640012,14979992.640012
20/06/2020,Faktur Pembelian,ACJ01/01/FP/2006/BX00002,PT. ANGKASA CERAH JAYA,Lunas,"",72749999.999996,72749999.999996
23/06/2020,Faktur Pembelian,PJL-20-06-00346,PT. Surya Makmur Kreasindo (HJ),Lunas,"",30850000.000006,30850000.000006
27/06/2020,Faktur Pembelian,ACJ01/01/FP/2006/BX00001,PT. ANGKASA CERAH JAYA,Lunas,"",92749999.999993,92749999.999993
29/06/2020,Faktur Pembelian,ACJ01/01/FP/2006/B100012,PT. ANGKASA CERAH JAYA,Lunas,"",35649999.999999,35649999.999999
