Tanggal,Transaksi,Nomor,Kategori,Deskripsi,Supplier,Jumlah,Tax,Status,Sisa Tagihan
13/07/2025	,Expense,10440	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,5637252.0,0.0,Paid,0.0
13/07/2025	,Expense,10438	,Beban Pajak - Kini,"",PAJAK RAHMAT,2102150.0,0.0,Paid,0.0
13/07/2025	,Expense,10437	,Beban Pajak - Kini,"",PAJAK AGUS,1485365.0,0.0,Paid,0.0
13/07/2025	,Expense,10439	,Beban Pajak - Kini,"",PAJAK ARIES,2075115.0,0.0,Paid,0.0
13/07/2025	,Expense,10436	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1962000.0,0.0,Paid,0.0
08/08/2025	,Expense,10443	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1200000.0,0.0,Paid,0.0
08/08/2025	,Expense,10442	,Beban Pajak - Kini,"",PAJAK RAHMAT,3061000.0,0.0,Paid,0.0
08/08/2025	,Expense,10446	,Beban Pajak - Kini,"",CV TOP IT INTERNUSA,467025.0,0.0,Paid,0.0
08/08/2025	,Expense,10444	,Beban Pajak - Kini,"",PAJAK ARIES,2534375.0,0.0,Paid,0.0
08/08/2025	,Expense,10445	,Beban Pajak - Kini,"",PAJAK AGUS,1175125.0,0.0,Paid,0.0
12/08/2025	,Expense,10447	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,5637252.0,0.0,Paid,0.0
10/09/2025	,Expense,10450	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1853000.0,0.0,Paid,0.0
10/09/2025	,Expense,10449	,Beban Pajak - Kini,"",CV TOP IT INTERNUSA,1429715.0,0.0,Paid,0.0
10/09/2025	,Expense,10454	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,9286118.0,0.0,Paid,0.0
10/09/2025	,Expense,10453	,Beban Pajak - Kini,"",PAJAK ARIES,1562740.0,0.0,Paid,0.0
10/09/2025	,Expense,10452	,Beban Pajak - Kini,"",PAJAK RAHMAT,509775.0,0.0,Paid,0.0
10/09/2025	,Expense,10451	,Beban Pajak - Kini,"",PAJAK AGUS,7705.0,0.0,Paid,0.0
15/09/2025	,Expense,10455	,PAJAK,"",PAJAK,502022.0,0.0,Paid,0.0
15/09/2025	,Expense,10455	,PAJAK,"",PAJAK,502021.0,0.0,Paid,0.0
13/10/2025	,Expense,10460	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1909000.0,0.0,Paid,0.0
13/10/2025	,Expense,10461	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,9286118.0,0.0,Paid,0.0
13/10/2025	,Expense,10459	,Beban Pajak - Kini,"",PAJAK AGUS,2529740.0,0.0,Paid,0.0
13/10/2025	,Expense,10458	,Beban Pajak - Kini,"",CV TOP IT INTERNUSA,2454525.0,0.0,Paid,0.0
13/10/2025	,Expense,10462	,Beban Pajak - Kini,"",PAJAK ARIES,1525400.0,0.0,Paid,0.0
13/10/2025	,Expense,10457	,Beban Pajak - Kini,"",PAJAK RAHMAT,1382995.0,0.0,Paid,0.0
13/11/2025	,Expense,10465	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,9286118.0,0.0,Paid,0.0
13/11/2025	,Expense,10464	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1100000.0,0.0,Paid,0.0
13/11/2025	,Expense,10467	,Beban Pajak - Kini,"",PAJAK RAHMAT,753835.0,0.0,Paid,0.0
13/11/2025	,Expense,10463	,Beban Pajak - Kini,"",PAJAK AGUS,204255.0,0.0,Paid,0.0
13/11/2025	,Expense,10468	,Beban Pajak - Kini,"",CV TOP IT INTERNUSA,1694830.0,0.0,Paid,0.0
13/11/2025	,Expense,10466	,Beban Pajak - Kini,"",PAJAK ARIES,1032255.0,0.0,Paid,0.0
16/11/2025	,Expense,10469	,Beban Pajak - Kini,"",PAJAK CV TIGA NUSA,196216.0,0.0,Paid,0.0
01/12/2025	,Expense,10470	,PLN,"",PLN,314477.0,0.0,Paid,0.0
11/12/2025	,Expense,10471	,Beban Pajak - Kini,"",PAJAK AKIU INGSENG,1893000.0,0.0,Paid,0.0
11/12/2025	,Expense,10474	,Beban Pajak - Kini,"",PAJAK RAHMAT,1651105.0,0.0,Paid,0.0
11/12/2025	,Expense,10473	,Beban Pajak - Kini,"",CV TOP IT INTERNUSA,1969896.0,0.0,Paid,0.0
11/12/2025	,Expense,10472	,Beban Pajak - Kini,"",PAJAK AGUS,803320.0,0.0,Paid,0.0
11/12/2025	,Expense,10475	,Beban Pajak - Kini,"",PAJAK ARIES,2140865.0,0.0,Paid,0.0
